genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-352	97.07	0.372	95.21	Present	Absent	Absent	18	Medium	0.473	98335	3999930	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA2336;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	Cd	3.636168403	0.001067306	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	23	0.001374037	0.00263632	0.001479373	0.004737319	0.004529812	0.004841304	0.12003136	0.07169026	0.072019406	1.786531	1.8018351	1.8759794	0.008227071	0.008879354	0.009422907	0.01233973	0.007320365	0.007288178	0.001415827	0.001936711	0.001688843	0.027637796	0.017842192	0.017260108	0.043578457	0.028846253	0.028840117	0.015126032	0.011245449	0.010825599	0.003699002	0.005272588	0.006578906	0.012769231	0.007722788	0.007625829	0.03997508	0.006571	0.011197	0.011854	0.047379	0.043606	0.056614	3.59854	2.239239	2.288955	64.610025	68.274006	70.772657	0.10779	0.104065	0.119488	0.319041	0.212536	0.207556	0.050417	0.063553	0.059684	0.762147	0.404886	0.373456	1.250837	0.87822	0.858054	0.440596	0.352001	0.346739	0.020137	0.069187	0.163286	0.100665	0.173946	0.144709	1.048004
MAG-353	71.65	0.714	68.08	Absent	Present	Absent	15	Medium	0.38	3786	2595019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	Cr	2.546064416	2.14E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	0.004240701	0.00192206	0.003288218	8.68E-04	8.43E-04	9.26E-04	8.04E-04	6.85E-04	7.43E-04	0.001595389	0.001777558	0.001594563	4.90E-04	5.54E-04	5.80E-04	6.72E-04	5.03E-04	6.02E-04	6.91E-04	6.64E-04	5.71E-04	0.008125819	0.012386429	0.011861934	0.013573444	0.010874325	0.010237386	0.1088138	0.08618423	0.07772281	0.003775039	9.30E-04	3.68E-04	0.07267356	6.97E-04	6.82E-04	6.49E-04	0.117962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225541	0.4406005	0.387152	0.410509	0.320441	0.285483	3.4194705	2.958134	2.733281	0	0	0	2.6427795	0	0	0
MAG-354	97.54	0.546	94.81	Present	Present	Present	19	High	0.47	161971	3414707	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	0	0.043489955	0.027852252	0.0360363	0.052317902	0.046571445	0.050227016	0.003475228	0.00234251	0.002282501	0.001376923	0.001350139	0.001228397	0.021850314	0.021033054	0.022234991	0.0218774	0.016412066	0.01683679	8.82E-04	9.19E-04	8.07E-04	9.96E-04	0.001364203	0.001274149	7.10E-04	6.43E-04	5.64E-04	7.06E-04	6.02E-04	5.80E-04	0.034822267	0.069942	0.02628177	0.002791505	0.013853206	0.06585887	0.34266222	1.891864	1.334361	1.524058	1.7397	1.615555	1.761503	0.121432	0.085166	0.074772	0.00685	0.011094	0.004123	0.676063	0.683463	0.682229	0.661391	0.59794	0.584364	0.007378	0.004714	0.002795	0.011265	0.009037	0.006056	0.008453	0.011652	0.005629	0.006459	0.003221	0.00501	1.920584	2.536329	0.822651	0.079474	0.453447	2.040341	13.831573
MAG-355	85	1.608	76.96	Present	Absent	Present	17	Medium	0.364	6803	3185134	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	CK	2.775863837	2.42E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.048727464	0.2088251	0.05786363	0.006928773	0.005979854	0.005925653	9.38E-04	6.30E-04	5.76E-04	3.37E-04	3.16E-04	4.10E-04	6.17E-04	5.99E-04	7.19E-04	3.87E-04	3.57E-04	2.74E-04	1.75E-04	0	0	6.69E-04	7.31E-04	8.54E-04	2.53E-04	0	1.91E-04	1.93E-04	0	0	0.17184795	0.007869794	2.86E-04	5.33E-04	0.004836391	4.26E-04	2.33E-04	2.183421	10.441443	2.504147	0.216608	0.164961	0.162369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.851563	0.253778	0	0	0.122727	0	0
MAG-356	97.77	0.742	94.06	Present	Present	Present	20	High	0.368	96536	4134709	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	CK	2.982539148	5.91E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.05647707	0.024186425	0.106159	0.11706084	0.09631058	0.10119208	0.006239031	0.00466603	0.004949741	9.04E-04	0.001000807	0.001071732	0.17842214	0.19313434	0.21680993	0.024873422	0.018188184	0.018748404	0.004797916	0.005521761	0.004592227	0.001915436	0.002138127	0.00207842	6.85E-04	5.82E-04	5.47E-04	4.15E-04	4.05E-04	2.84E-04	0.107979156	0.18064672	0.22906515	0.001618944	0.020340972	0.06803721	0.031400613	2.48576	1.179875	4.443655	3.872706	3.315323	3.505156	0.189067	0.14152	0.154347	0.02745	0.033003	0.033273	5.410512	6.240728	6.667432	0.80031	0.674677	0.653742	0.154058	0.185836	0.147933	0.006654	0.012271	0.008331	0.005757	0.001954	0	0	0.00174	0.001681	5.936364	6.548509	6.885099	0.042097	0.638757	2.126719	1.216562
MAG-357	97.85	0	97.85	Present	Present	Present	20	High	0.356	210040	3565243	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Cr	3.645442794	2.58E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	3.12E-04	1.80E-04	7.09E-04	4.33E-04	3.98E-04	4.72E-04	1.98E-04	0	1.78E-04	0	1.40E-04	1.26E-04	2.77E-04	3.19E-04	3.70E-04	1.58E-04	1.39E-04	1.56E-04	0	0	0	1.4779638	1.4642936	1.4395167	0.33315593	0.2995469	0.29567534	0.029365828	0.023571929	0.019826932	4.54E-04	4.96E-04	4.31E-04	0.19394459	4.79E-04	4.16E-04	1.57E-04	0.010172	0.005236	0.023361	0.004911	0.008244	0.003274	0.002159	0.001775	0.005608	0	0.006161	0.003645	0.001826	0.007388	0.001329	0.006781	0.001731	0.005218	0.002532	0.004038	0.003777	50.594458	55.190299	52.653868	10.543188	9.867433	9.458527	0.777617	0.70957	0.585658	0.026081	0.011175	0.007215	6.364573	0.013029	0.007324	0.004066
MAG-358	98.01	2.282	86.6	Present	Present	Present	20	High	0.402	79751	7267541	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.13899216	0.24299823	0.0709592	0.23916146	0.20681557	0.22306767	0.16578531	0.09893948	0.09922969	6.30E-04	5.26E-04	5.82E-04	0.07628838	0.06520442	0.06778272	0.2639455	0.15552731	0.15413284	8.13E-04	7.13E-04	6.11E-04	0	0	0	0.001064262	0	0	0	0	0	0.14459014	0.114855275	0.008726601	3.82E-04	0.21369468	0.07507066	0	6.022186	11.486583	2.927461	7.728015	7.031329	7.624765	5.054438	3.237604	3.386631	0	0	0	2.332759	2.148752	2.155606	8.457083	5.846549	5.532184	0.005084	0	0	0	0	0	0.003464	0	0	0	0	0	8.016597	4.11087	0.254936	0	6.50262	2.390186	0
MAG-359	82.23	1.515	74.655	Present	Present	Absent	19	Medium	0.501	9717	5043680	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2329;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	CK	3.172435043	0.00179041	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	2	0.1176989	0.033793386	0.11114715	0.09408485	0.077664256	0.083890334	0.004471658	0.002590239	0.002503619	1.68E-04	2.57E-04	2.43E-04	0.03661856	0.034210205	0.035967674	0.013384896	0.009749505	0.009272785	1.98E-04	3.22E-04	2.14E-04	0.004228351	0.002317711	0.002313614	9.18E-04	5.60E-04	5.43E-04	5.04E-04	4.07E-04	4.53E-04	0.019705849	0.447994	0.33664078	3.64E-04	0.1187572	0.06267655	0.05626563	5.329536	1.601052	4.8594245	3.215385	2.800957	3.036773	0.138539	0.061485	0.074636	0	0	0	1.151245	1.152897	1.18265	0.434087	0.353156	0.316765	0	0	0	0.134734	0.062706	0.063216	0	0	0	0	0	0	1.06043	16.981633	10.675928	0	3.943166	2.073076	2.332737
MAG-360	92.87	2.227	81.735	Present	Present	Present	18	High	0.471	12067	5360602	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	0	0.031771358	0.010839215	0.05571601	0.08110983	0.07094841	0.07683596	0.028439026	0.01575302	0.015096001	0	0	2.87E-04	0.011372196	0.009477054	0.010196156	0.003298551	0.002372505	0.002497985	0	0	0	0.004304322	0.001946554	0.001966563	0.003488644	0.001994008	0.00213753	0.004728293	0.003815234	0.003895251	0.006242087	0.05328962	0.0842888	3.85E-04	0.16089879	0.01805263	0.005957413	1.414871	0.535841	2.492393	2.773154	2.47523	2.683597	0.86366	0.500727	0.50555	0	0	0	0.346101	0.288526	0.288836	0.094871	0.061451	0.067585	0	0	0	0	0	0	0	0	0	0	0	0	0.316792	2.003821	2.649627	0	5.0555095	0.588137	0.239487
MAG-361	88.76	4.207	67.725	Present	Present	Present	18	Medium	0.473	10534	5480096	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.24250601	0.17796047	0.15802397	0.17437333	0.14090164	0.15157346	0.002211102	0.001097076	0.00126543	0	0	0	0.24585836	0.26106438	0.27504873	0.02039443	0.0133891	0.013731814	1.05E-04	1.36E-04	1.07E-04	8.60E-04	4.59E-04	4.42E-04	7.06E-04	5.31E-04	5.24E-04	4.20E-04	3.12E-04	3.57E-04	0.10566575	0.19952227	0.35883653	2.52E-04	0.029333862	0.1799699	0.009044458	10.7370245	8.498307	6.875624	5.871846	5.004338	5.37236	0.059327	0	0	0	0	0	7.844821	8.762002	8.939331	0.697875	0.507636	0.502889	0	0	0	0	0	0	0	0	0	0	0	0	5.990057	7.383565	11.281716	0	0.951276	6.292326	0.356735
MAG-362	96.16	1.98	86.26	Present	Absent	Absent	19	Medium	0.502	39049	6110921	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	Cr	4.450694564	1.30E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.001579502	5.54E-04	0.00188264	0.06487309	0.049636744	0.05313489	0.025799675	0.013824957	0.014212227	2.96E-04	2.24E-04	1.84E-04	9.48E-04	8.59E-04	8.96E-04	0.004586661	0.002791309	0.002376869	3.12E-04	2.23E-04	1.69E-04	3.4338546	1.3488089	1.3275939	3.532975	2.2263486	2.1833727	6.626033	5.2444777	5.078197	9.09E-04	0.00150944	0.001787851	0.088210106	0.15846899	0.006688523	4.92E-04	0.092211	0.020738	0.122975	2.292097	1.809392	1.980486	0.883296	0.509114	0.562242	0	0	0	0.03719	0.033035	0.029239	0.149291	0.108015	0.093447	0.005386	0	0	120.111604	51.620111	49.802445	111.992458	74.297731	71.667789	197.342821	172.426427	166.844479	0.065033	0.085026	0.077576	2.978946	5.508841	0.221384	0.021519
MAG-363	96.93	1.98	87.03	Present	Present	Present	17	Medium	0.55	40900	5281146	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.03763088	0.010749762	0.03538346	0.12046273	0.110860765	0.11726409	0.08161686	0.048055112	0.049280297	0.0072987	0.007895799	0.00827966	0.021456616	0.018280499	0.018591234	0.007011619	0.00536687	0.005328978	1.89E-04	2.07E-04	2.65E-04	1.3896291	0.5282035	0.5092799	0.9627788	0.7261318	0.7177427	0.004057407	0.002977809	0.003041059	0.025772	0.026952704	0.017926678	0.030018521	0.1565035	0.040527154	0.002672088	1.686088	0.515078	1.553449	4.068652	3.859053	4.159722	2.55496	1.610237	1.673766	0.271371	0.300811	0.307805	0.691257	0.609407	0.621804	0.227696	0.195492	0.182814	0	0	0.003969	48.118467	20.009054	18.950579	30.465294	24.025568	23.604158	0.074689	0.058402	0.051637	1.495928	1.026719	0.58732	1.01522	5.034736	1.304392	0.124477
MAG-364	96.72	0.495	94.245	Present	Present	Absent	20	Medium	0.556	24969	5556013	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.06087022	0.030570783	0.07274433	0.43714195	0.36475298	0.38816738	0.3318596	0.19019663	0.1919644	4.31E-04	4.03E-04	3.06E-04	0.2714666	0.27050596	0.2776781	0.011239779	0.007108591	0.006148836	1.17E-04	1.60E-04	1.33E-04	0.5457171	0.75583005	0.750521	0.13490196	0.08352598	0.08436391	0.022949677	0.01894242	0.018234968	0.048239652	0.24337396	0.09573848	0.23753592	0.62891644	0.079751365	0.031409096	2.775785	1.469992	3.126294	14.748996	12.767375	13.752546	10.35544	6.307194	6.608933	0	0	0	8.546142	8.892105	8.87647	0.363822	0.274201	0.210242	0	0	0	19.235661	29.081922	28.213711	4.295362	2.843446	2.784365	0.672412	0.587028	0.584131	2.770491	9.047755	2.998247	7.961816	20.137671	2.582789	1.3124
MAG-365	50.2	0.495	47.725	Absent	Absent	Absent	11	Medium	0.566	3450	2440028	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__	CK	2.74488881	5.93E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.0334761	0.01276678	0.095092095	0.013184942	0.011974365	0.012842522	0.004520417	0.003171783	0.002967912	8.18E-05	0	0	0.00394358	0.003688437	0.003311008	0.001171317	8.61E-04	9.32E-04	1.02E-04	0	0	0.02529436	0.023337055	0.023241825	0.006883692	0.004587691	0.004337636	0.001282016	8.98E-04	9.81E-04	0.041927606	0.060483232	0.050747115	0.012604985	0.010534473	0.007565094	0.005239143	1.611134	0.636859	4.410843	0.506906	0.436048	0.487081	0.129049	0	0	0	0	0	0.0940505	0	0	0	0	0	0	0	0	0.936781	0.911572	0.92281	0.193156	0	0	0	0	0	2.556515	2.421611	1.7148485	0.431041	0.383056	0.2448785	0.210798
MAG-366	95.07	0	95.07	Present	Present	Absent	20	Medium	0.408	32022	5421557	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__;g__;s__	CK	3.322922283	3.53E-05	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	1	0.043889854	0.01108317	0.42329264	0	0	0	0	0	0	0	0	0	0.005252143	0.004063765	0.004000625	1.10E-04	1.02E-04	0	1.09E-04	1.04E-04	1.11E-04	0.001733555	3.14E-04	4.24E-04	1.78E-04	0	0	0	0	0	0.2972356	0.55576056	0.25247297	8.00E-04	0	0.01091113	0.013869165	1.869139	0.517636	17.292818	0	0	0	0	0	0	0	0	0	0.151814	0.117084	0.113272	0	0	0	0	0	0	0.05436	0	0	0	0	0	0	0	0	16.167352	19.508641	7.178253	0	0	0.336982	0.392536
MAG-367	97.29	0.519	94.695	Present	Present	Absent	20	Medium	0.356	165819	2958429	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__;g__;s__	Ni	3.535213078	2.51E-04	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	0	0.035073332	0.06576831	0.025186077	0.11467789	0.10132896	0.10892621	0.14114054	0.078618824	0.07886931	0.002821604	0.002705942	0.002944332	0.05864008	0.06280161	0.07193968	2.0172782	0.9455297	0.9619226	0.011142366	0.009037443	0.007313827	0.001278308	0.002117162	0.002142374	0.001368025	4.58E-04	3.97E-04	1.76E-04	1.89E-04	0	0.03793006	0.19761455	0.1325121	3.52E-04	0.22354029	0.76299495	0.009093312	1.57567	3.137718	1.097411	3.791096	3.54734	3.802949	4.24246	2.507893	2.580666	0.044544	0.047075	0.064489	1.812361	2.042351	2.276297	64.255084	33.860453	33.447252	0.214915	0.119479	0.093449	0.010956	0.005123	0	0.031549	0.004087	0	0.00135	0	0	2.134676	7.255388	4.051045	0.002908	6.815388	23.761407	0.252474
MAG-368	96.88	0.985	91.955	Present	Present	Present	20	High	0.391	168356	3624525	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	1	0.060889404	0.49567938	0.006775812	0.24941494	0.2108373	0.22531693	0.36578184	0.20657162	0.2113067	0.002693857	0.002485396	0.002670468	0.001186795	0.001222643	0.001624413	0.18675624	0.096435115	0.09989176	0.001665865	0.001689144	0.001608083	0.10919472	0.08458619	0.08195064	0.45487168	0.38615936	0.37788454	0.00111973	8.34E-04	8.01E-04	0.058619473	0.16475469	0.067203306	0.001226725	0.22064015	0.002048726	0.1072269	2.548676	23.228302	0.245557	8.228088	7.139167	7.777357	11.144133	6.790931	7.002602	0.032557	0.024979	0.027779	0.008522	0.010066	0.017591	5.918792	3.49386	3.525279	0.020003	0.020973	0.019199	3.68614	2.9364425	2.680201	14.285774	12.606233	12.428399	0.002505	0.003713	0.006597	3.182121	5.909486	2.030274	0.003343	6.825828	0.013145	4.292717
MAG-369	98.02	0.985	93.095	Present	Present	Present	21	High	0.429	232181	3621338	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__;g__;s__	Cr	3.359697506	9.70E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.004176608	0.012445239	0.001809548	8.59E-04	0.001012963	8.79E-04	5.78E-04	4.43E-04	3.80E-04	4.39E-04	4.83E-04	5.17E-04	9.27E-04	7.99E-04	0.001033889	0.001466951	0.001231565	0.001357852	0.001799992	0.00167165	0.001373047	0.17467083	1.1466793	1.1386429	0.03712603	0.029036926	0.02810119	0.001757522	0.00161742	0.001435433	0.002726911	8.36E-04	5.49E-04	0.11131588	0.001091392	7.64E-04	4.03E-04	0.167913	0.535721	0.047128	0.006981	0.006704	0.005585	0.00634	0.004331	0.004584	0.003135	0.008033	0.013054	8.71E-04	0	0.003244	0.001316	0	0	0.004977	0.005469	0.003729	5.946464	42.872635	41.485318	1.090821	0.900512	0.909999	0.022456	0.024416	0.019615	0.109912	0.01051	0.005573	3.609936	0.009901	0.001655	0.010533
MAG-370	99.01	0.738	95.32	Present	Present	Present	20	High	0.417	224216	3642572	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Cr	4.206366582	1.09E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	1	5.58E-04	7.22E-04	3.73E-04	5.64E-04	5.95E-04	5.11E-04	7.73E-04	6.18E-04	6.64E-04	3.41E-04	6.55E-04	6.32E-04	3.53E-04	4.81E-04	5.04E-04	0.001010777	7.15E-04	7.00E-04	7.70E-04	9.00E-04	7.31E-04	2.6732094	6.4738026	6.279399	0.877266	0.8408736	0.8338851	0.16527483	0.14063671	0.135426	6.79E-04	8.72E-04	3.81E-04	0.1933623	8.84E-04	7.96E-04	4.22E-04	0.024615	0.016207	0.019014	0.01407	0.007593	0.011728	0.017158	0.019722	0.016152	0.006312	0.018205	0.017578	0.004903	0.008588	0.01054	0.010601	0.012795	0.020569	0.008708	0.018517	0.010831	91.089134	247.155878	233.039837	27.216182	27.901637	27.015172	4.883201	4.484936	4.42727	0.035745	0.030916	0.010389	6.441278	0.02847	0.018882	0.022519
MAG-371	95.07	2.216	83.99	Present	Absent	Absent	19	Medium	0.429	13769	3454096	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	0	0.11603138	0.05852936	0.047449086	0.08270476	0.069179684	0.07164383	0.018138777	0.009808681	0.010605848	1.76E-04	2.74E-04	0	0.15821812	0.17081645	0.18764862	3.92E-04	3.07E-04	1.88E-04	0	0	0	0.001735327	3.65E-04	3.20E-04	0.04533479	0.035491683	0.03488307	0	0	0	0.08344169	0.15986772	0.024848616	1.98E-04	0.012082125	0.016608221	0.028903794	5.230692	2.847317	2.083022	2.758697	2.448751	2.571937	0.54766	0.314062	0.350945	0	0	0	4.875634	5.537707	5.948981	0	0	0	0	0	0	0.03528	0	0	1.467195	1.197853	1.156264	0	0	0	4.824984	5.99705	0.76232	0	0.347266	0.531173	1.147447
MAG-372	98.02	0.738	94.33	Present	Present	Present	19	High	0.378	119000	4116254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	CK	3.021219053	9.97E-04	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	0	0.14776497	0.2093092	0.1195571	0.009591412	0.009281293	0.009512018	6.54E-04	4.71E-04	5.81E-04	0	0	0	3.19E-04	4.04E-04	4.78E-04	5.61E-04	2.38E-04	3.10E-04	0	0	0	5.44E-04	0	5.53E-04	4.68E-04	4.10E-04	3.83E-04	0	0	0	0.34976536	0.03459466	1.99E-04	1.64E-04	0.001119825	0.001303501	1.14E-04	6.259995	9.700162	4.894533	0.320227	0.335588	0.355563	0.014151	0.011325	0.014871	0	0	0	0.007328	0.010095	0.013162	0.010428	0.009927	0.004586	0	0	0	0.001554	0.005474	0	0	0	0	0.00105	0	0	18.992287	1.257514	0.00693	0.004323	0.036513	0.035065	0.008262
MAG-373	95.56	0.985	90.635	Present	Absent	Absent	20	Medium	0.449	193676	3102510	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	7	3.22E-04	2.54E-04	3.56E-04	2.91E-04	3.61E-04	3.23E-04	5.50E-04	5.44E-04	5.20E-04	4.23E-04	3.63E-04	4.25E-04	6.61E-05	0	0	3.00E-04	1.95E-04	2.68E-04	2.8218715	2.8333495	2.512283	5.59E-04	7.57E-04	7.90E-04	6.61E-04	4.62E-04	4.76E-04	0.001283965	5.78E-04	5.23E-04	3.15E-04	1.48E-04	2.00E-04	0.00271742	4.78E-04	1.59E-04	2.59E-04	0.026337	0.024509	0.0252	0.022151	0.020729	0.020019	0.027913	0.022847	0.03414	0.020281	0.021327	0.016545	0.005548	0.008398	0.008242	0.022559	0.019985	0.016283	92.00391	96.14299	80.707217	0.025235	0.020877	0.025042	0.020586	0.020447	0.017758	0.047447	0.018704	0.020454	0.02859	0.013921	0.019129	0.031453	0.033788	0.013771	0.023461
