Protein	Original Contig	Protein FDR Confidence: Combined	Master	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Modifications	Cd_1	Cd_2	Cd_3	Ni_1	Ni_2	Ni_3	Cr_1	Cr_2	Cr_3	CK_1	CK_2	CK_3
CAX84132.1	custom_1833872_2	High	IsMasterProtein	0	2.811	2	1	2	1	1	4.05	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_132937811.1	custom_1465482_5	High	IsMasterProtein	0	2.811	3	1	2	1	1	0	1	0	-	797	1571	1762	1469	1847	1895	592	0	0	0	637	561
OFX37391.1	custom_163417_1	High	IsMasterProtein	0	2.81	1	1	1	1	1	3.12	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2282292_8	custom_2282292_8	High	IsMasterProtein	0	2.81	5	1	2	1	1	4.61	1	0	-	0	0	0	200	0	169	0	0	0	2153	2605	2257
custom_1131631_2	custom_1131631_2	High	IsMasterProtein	0	2.809	7	1	1	1	1	2.48	1	0	-	0	814	802	0	0	0	0	0	0	0	0	0
RTL24386.1	custom_2578750_3	High	IsMasterProtein	0	2.807	9	1	2	1	1	4.57	1	0	-	0	0	0	1627	1213	1356	0	0	0	0	0	0
custom_2369767_7	custom_2369767_7	High	IsMasterProtein	0	2.807	4	1	1	1	1	3	1	0	-	2590	0	0	818	952	796	0	0	0	1014	897	0
WP_089781450.1	custom_1375985_1	High	IsMasterProtein	0	2.806	1	1	1	1	1	2.78	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
EXI69425.1	custom_2442928_1	High	IsMasterProtein	0	2.804	2	1	2	1	1	3.81	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1096423_47	custom_1096423_47	High	IsMasterProtein	0	2.802	5	1	1	1	1	2.67	1	0	-	582	634	603	0	0	0	0	0	1094	0	453	0
PCJ60361.1	custom_1615135_5	High	IsMasterProtein	0	2.802	3	1	2	1	1	5.07	1	0	-	0	0	0	0	481	0	9370	9527	9641	2115	2031	1965
WP_083734202.1	custom_1061272_3	High	IsMasterProtein	0	2.802	7	1	1	1	1	0	1	0	-	0	0	0	532	0	520	0	1062	874	0	0	0
OYW03542.1	custom_1278806_2	High	IsMasterProtein	0	2.802	3	1	3	1	1	6.95	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RIX42988.1	custom_1064162_2	High	IsMasterProtein	0	2.8	2	1	5	1	1	12.04	1	0	-	7274	7414	6500	205	0	281	5353	0	8203	0	341	1379
WP_133394122.1	custom_2142074_1	High	IsMasterProtein	0	2.8	5	1	1	1	1	0	1	0	-	979	1212	207	0	0	0	0	0	0	1136	980	816
custom_1349377_4	custom_1349377_4	High	IsMasterProtein	0	2.799	3	1	1	1	1	2.23	1	0	-	1513	1186	622	1693	1145	1486	0	0	0	3403	2395	3104
custom_1095105_13	custom_1095105_13	High	IsMasterProtein	0	2.797	33	1	2	1	1	5.41	1	0	-	0	0	0	25162	17852	16591	16250	15854	16560	0	568	0
custom_2256847_53	custom_2256847_53	High	IsMasterProtein	0	2.797	6	1	2	1	1	4.81	1	0	-	432	383	344	0	379	0	0	0	2372	463	531	464
custom_1162470_11	custom_1162470_11	High	IsMasterProtein	0	2.796	7	1	1	1	1	2.18	1	0	-	0	0	0	691	1057	655	675	0	0	0	0	0
RFC43532.1	custom_1566088_10	High	IsMasterProtein	0	2.795	3	1	4	1	1	9.69	1	0	-	0	0	791	887	0	901	7328	8885	7480	7508	6132	6067
custom_762689_24	custom_762689_24	High	IsMasterProtein	0	2.795	3	1	2	1	1	3.85	1	0	-	0	0	0	0	0	0	0	0	0	760	892	950
WP_048671191.1	custom_1039103_1	High	IsMasterProtein	0	2.795	3	1	2	1	1	4.91	1	0	-	0	0	0	0	0	0	44699	47154	37045	1374	1288	1305
VCK00565.1	custom_1069448_2	High	IsMasterProtein	0	2.792	1	1	2	1	1	3.21	1	0	-	221	161	128	0	0	213	0	0	0	0	0	0
WP_015331802.1	custom_6649_2	High	IsMasterProtein	0	2.792	2	1	2	1	1	4.85	1	0	-	0	0	0	0	284	0	5671	0	0	3170	3701	2906
WP_131624935.1	custom_1341566_96	High	IsMasterProtein	0	2.791	24	1	2	1	1	5.08	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_067289561.1	custom_2633656_1	High	IsMasterProtein	0	2.791	2	1	1	1	1	3.09	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_012207831.1	custom_1806150_30	High	IsMasterProtein	0	2.789	3	1	1	1	1	2.92	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_133326510.1	custom_1681002_5	High	IsMasterProtein	0	2.789	2	1	1	1	1	2.42	1	0	-	0	0	0	272	640	697	4937	2503	4150	3279	3421	2890
SMB25654.1	custom_2548868_1	High	IsMasterProtein	0	2.789	4	1	1	1	1	2.69	1	0	-	778	0	0	2918	3319	3036	0	0	340	709	815	0
custom_484213_3	custom_484213_3	High	IsMasterProtein	0	2.789	12	1	1	1	1	1.95	1	0	-	4269	4557	4354	0	0	0	0	0	0	2939	3081	2739
custom_2412075_77	custom_2412075_77	High	IsMasterProtein	0	2.789	3	1	2	1	1	3.81	1	0	-	810	821	1070	0	0	0	4383	5421	4820	0	0	1025
custom_987014_4	custom_987014_4	High	IsMasterProtein	0	2.785	5	1	3	1	1	8.75	1	0	-	259	264	303	0	188	156	0	0	0	2015	1909	2174
custom_2275292_41	custom_2275292_41	High	IsMasterProtein	0	2.782	6	1	2	1	1	4.67	1	0	-	6916	8849	8229	16818	20672	18045	7339	7458	7431	3226	2633	2980
OAI52970.1	custom_288642_4	High	IsMasterProtein	0	2.781	19	1	3	1	1	2.49	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1620792_6	custom_1620792_6	High	IsMasterProtein	0	2.781	13	1	1	1	1	2.79	1	0	-	0	0	0	0	0	0	0	0	0	977	921	1183
WP_108441851.1	custom_1951239_1	High	IsMasterProtein	0	2.781	2	1	1	1	1	2.2	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_112990494.1	custom_1193842_1	High	IsMasterProtein	0	2.78	5	1	2	1	1	5.49	1	0	-	0	0	0	0	0	0	0	0	0	3205	3434	3059
WP_085741125.1	custom_2216944_1	High	IsMasterProtein	0	2.78	4	1	2	1	1	4.09	1	0	-	398	0	383	0	876	952	0	0	0	2155	1822	1607
custom_1008194_2	custom_1008194_2	High	IsMasterProtein	0	2.779	5	1	2	1	1	2.57	1	0	-	0	323	0	0	0	0	0	0	0	1641	1511	1345
custom_1701545_1	custom_1701545_1	High	IsMasterProtein	0	2.777	4	1	1	1	1	2.8	1	0	-	164	0	158	0	316	576	756	0	436	0	0	0
custom_1074337_6	custom_1074337_6	High	IsMasterProtein	0	2.777	7	1	1	1	1	2.44	1	0	-	1686	1979	1943	0	841	0	0	1654	0	0	0	0
custom_675889_32	custom_675889_32	High	IsMasterProtein	0	2.776	5	1	2	1	1	1.97	1	0	-	2856	2833	2471	0	0	0	0	0	0	0	0	0
WP_021248634.1	custom_2662663_4	High	IsMasterProtein	0	2.772	3	1	2	1	1	2.15	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_917033_2	custom_917033_2	High	IsMasterProtein	0	2.771	4	1	7	1	1	15.46	1	0	-	1770	1698	1428	4229	4069	3662	0	0	0	0	0	0
WP_137100860.1	custom_2489667_1	High	IsMasterProtein	0	2.769	5	1	1	1	1	4.55	1	0	-	964	953	1026	373	226	257	0	0	0	0	347	0
PYU12299.1	custom_1070016_1	High	IsMasterProtein	0	2.769	3	1	1	1	1	1.83	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011443079.1	custom_1165657_1	High	IsMasterProtein	0	2.768	6	1	1	1	1	2.47	1	0	-	399	429	519	371	0	296	0	0	1055	203	0	0
custom_184191_8	custom_184191_8	High	IsMasterProtein	0	2.767	14	1	2	1	1	4.44	1	0	-	715	576	526	0	207	0	3621	5187	4883	0	0	289
WP_004964642.1	custom_1767148_2	High	IsMasterProtein	0	2.766	2	1	1	1	1	2.18	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_983004_3	custom_983004_3	High	IsMasterProtein	0	2.766	3	1	2	1	1	5.54	1	0	-	865	1257	0	0	0	0	14422	15977	14705	0	1093	0
custom_717760_28	custom_717760_28	High	IsMasterProtein	0	2.765	5	1	1	1	1	2.9	1	0	-	0	0	0	0	248	1577	0	0	0	0	0	0
custom_63698_17	custom_63698_17	High	IsMasterProtein	0	2.764	7	1	1	1	1	2.44	1	0	-	486	515	619	366	361	0	13439	13223	14931	0	313	0
WP_019399925.1	custom_1768730_3	High	IsMasterProtein	0	2.764	8	1	3	1	1	6.66	1	0	-	2811	2141	1750	2707	2261	2020	3176	3529	5896	1650	0	1729
WP_093289784.1	custom_2050410_1	High	IsMasterProtein	0	2.762	1	1	1	1	1	1.85	1	0	-	1658	1737	1532	0	0	0	1539	1336	1212	0	0	1165
OHC74570.1	custom_2064540_305	High	IsMasterProtein	0	2.762	8	1	1	1	1	2	1	0	-	1287	1384	1723	6320	7721	9084	6748	0	4178	2574	1772	2055
WP_079433685.1	custom_1906340_9	High	IsMasterProtein	0	2.762	3	1	2	1	1	4.45	1	0	-	0	0	0	1755	1851	1837	0	0	0	0	0	0
custom_1098922_3	custom_1098922_3	High	IsMasterProtein	0	2.762	8	1	1	1	1	1.95	1	0	-	0	0	0	609	250	599	0	0	0	629	518	492
RZI98353.1	custom_375447_1	High	IsMasterProtein	0	2.761	3	1	1	1	1	1.89	1	0	-	0	254	0	0	0	0	1739	1006	540	307	236	0
custom_634769_6	custom_634769_6	High	IsMasterProtein	0	2.761	18	1	1	1	1	1.82	1	0	-	2115	2220	2791	314	0	0	0	0	0	0	0	317
custom_1427685_6	custom_1427685_6	High	IsMasterProtein	0	2.76	4	1	1	1	1	3.13	1	0	-	749	641	1411	0	640	810	1656	0	0	0	0	1325
WP_068769450.1	custom_66830_1	High	IsMasterProtein	0	2.758	3	1	2	1	1	4.74	1	0	-	0	384	565	1252	1271	1153	0	0	0	0	0	999
WP_136386097.1	custom_1701043_11	High	IsMasterProtein	0	2.757	5	1	2	1	1	4.52	1	0	-	548	391	375	285	1324	1358	0	0	223	0	0	97
WP_007594003.1	custom_2107852_1	High	IsMasterProtein	0	2.756	13	1	3	1	1	6.95	1	0	-	9866	0	10727	0	0	0	568	0	0	0	0	0
custom_1572378_89	custom_1572378_89	High	IsMasterProtein	0	2.753	8	1	1	1	1	3.14	1	0	-	1106	1435	0	0	610	0	121486	110630	119512	1121	1175	1150
custom_2029386_6	custom_2029386_6	High	IsMasterProtein	0	2.751	7	1	1	1	1	1.73	1	0	-	1250	1605	1409	0	0	0	0	0	0	4094	4098	3800
WP_011236325.1	custom_26741_2	High	IsMasterProtein	0	2.751	3	1	3	1	1	7.35	1	0	-	1239	1096	1299	1764	1828	1595	0	0	0	0	0	0
custom_2303357_75	custom_2303357_75	High	IsMasterProtein	0	2.751	8	1	2	1	1	4.69	1	0	-	1705	0	1950	881	752	0	0	0	0	2104	1122	1064
WP_083214813.1	custom_388756_1	High	IsMasterProtein	0	2.749	2	1	2	1	1	4.18	1	0	-	0	181	0	194	158	203	0	0	0	115	154	0
WP_109041293.1	custom_2370231_1	High	IsMasterProtein	0	2.749	9	1	1	1	1	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RDI16369.1	custom_2085741_2	High	IsMasterProtein	0	2.748	2	1	2	1	1	5.13	1	0	-	549	0	0	743	622	793	0	0	0	503	0	738
WP_026641066.1	custom_1373670_6	High	IsMasterProtein	0	2.746	1	1	2	1	1	4.21	1	0	-	3290	2748	1860	0	0	0	1134	0	1583	1234	0	797
SEF72691.1	custom_1655770_1	High	IsMasterProtein	0	2.744	2	1	3	1	1	7.96	1	0	-	365	456	392	1503	1537	1568	1380	1421	0	0	464	0
custom_2253249_4	custom_2253249_4	High	IsMasterProtein	0	2.742	3	1	2	1	1	3.78	1	0	-	2968	2437	1876	5710	7479	5182	2038	0	391	1493	1485	488
WP_027986183.1	custom_470540_2	High	IsMasterProtein	0	2.739	2	1	1	1	1	1.69	1	0	-	526	0	0	0	0	0	0	0	0	680	785	575
WP_030908007.1	custom_731929_3	High	IsMasterProtein	0	2.739	2	1	1	1	1	2.81	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_100448735.1	custom_268152_3	High	IsMasterProtein	0	2.738	4	1	2	1	1	4.88	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_006081975.1	custom_54127_9	High	IsMasterProtein	0	2.738	4	1	2	1	1	4.52	1	0	-	130	0	0	62	0	0	0	0	0	1074	880	1345
custom_2578750_2	custom_2578750_2	High	IsMasterProtein	0	2.737	9	1	1	1	1	2.74	1	0	-	32	0	0	3189	1996	3178	0	313	471	0	0	226
WP_117607833.1	custom_37972_5	High	IsMasterProtein	0	2.736	10	1	1	1	1	3.14	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OGA20420.1	custom_2081807_10	High	IsMasterProtein	0	2.735	3	1	2	1	1	5.05	1	0	-	0	293	0	33009	27381	25785	0	0	0	10445	10014	9982
KFB69185.1	custom_156569_6	High	IsMasterProtein	0	2.733	3	1	1	1	1	2.14	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_595219_22	custom_595219_22	High	IsMasterProtein	0	2.732	3	1	1	1	1	2.73	1	0	-	0	0	0	0	0	0	0	0	0	1502	1794	1583
WP_028787887.1	custom_1454233_27	High	IsMasterProtein	0	2.73	3	1	3	1	1	5.96	1	0	-	1722	2659	2756	2329	2188	1809	0	0	0	3389	2837	2927
WP_020911846.1	custom_621629_1	High	IsMasterProtein	0	2.729	21	1	1	1	1	3.09	1	0	-	417	510	401	0	0	0	0	0	0	0	0	0
WP_079432863.1	custom_2572368_1	High	IsMasterProtein	0	2.729	4	1	2	1	1	5.38	1	0	-	0	0	547	2653	2376	1774	0	2586	3685	0	0	0
WP_079433983.1	custom_2400938_2	High	IsMasterProtein	0	2.728	6	1	3	1	1	8.64	1	0	-	2155	4134	4574	5889	6108	5904	0	0	1270	1644	1235	735
custom_738031_4	custom_738031_4	High	IsMasterProtein	0	2.723	10	1	3	1	1	4.93	1	0	-	0	0	0	624	422	377	3395	0	3648	1710	1621	1438
custom_109662_2	custom_109662_2	High	IsMasterProtein	0	2.722	13	1	4	1	1	9.11	1	0	-	614	575	0	951	1329	1266	0	0	0	0	0	280
custom_1349582_17	custom_1349582_17	High	IsMasterProtein	0	2.722	3	1	1	1	1	2.6	1	0	-	3179	2944	3282	0	0	0	7535	7380	11117	4413	3529	3246
custom_1291997_1	custom_1291997_1	High	IsMasterProtein	0	2.721	4	1	3	1	1	5.87	1	0	-	1261	1313	1260	1028	1376	1285	0	1372	2025	442	416	509
WP_018403296.1	custom_2115684_1	High	IsMasterProtein	0	2.721	4	1	1	1	1	2.87	1	0	-	5332	3642	3312	0	0	0	0	0	0	0	0	0
WP_074971962.1	custom_379398_19	High	IsMasterProtein	0	2.721	14	1	3	1	1	8.29	1	0	-	2133	2189	1701	17053	10233	10086	0	0	0	17654	16302	15452
WP_133365956.1	custom_1341566_54	High	IsMasterProtein	0	2.721	2	1	1	1	1	2.1	1	0	-	458	563	469	222	0	195	0	0	0	0	0	270
WP_008835256.1	custom_1214149_3	High	IsMasterProtein	0	2.72	3	1	2	1	1	4.88	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_347049_46	custom_347049_46	High	IsMasterProtein	0	2.72	10	1	2	1	1	5.06	1	0	-	178	141	271	898	111	0	4110	5538	5183	966	0	35
WP_046478404.1	custom_870577_16	High	IsMasterProtein	0	2.719	2	1	3	1	1	5.65	1	0	-	1554	1769	2041	5536	5438	5828	9491	7707	7727	3489	3486	0
KFB72568.1	custom_1810444_1	High	IsMasterProtein	0	2.719	4	1	1	1	1	2.6	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_473215_10	custom_473215_10	High	IsMasterProtein	0	2.718	6	1	1	1	1	2.24	1	0	-	787	610	0	938	0	0	1309	1529	1098	0	0	310
custom_2332723_10	custom_2332723_10	High	IsMasterProtein	0	2.717	3	1	3	1	1	7.9	1	0	-	392	500	373	0	0	0	1956	1407	1634	371	527	473
custom_1284292_9	custom_1284292_9	High	IsMasterProtein	0	2.716	5	1	1	1	1	2.49	1	0	-	456	335	0	741	193	375	0	0	0	0	0	0
WP_082052506.1	custom_142957_1	High	IsMasterProtein	0	2.714	2	1	3	1	1	3.86	1	0	-	787	823	678	0	0	0	0	0	0	0	422	0
RYF98859.1	custom_784118_1	High	IsMasterProtein	0	2.713	4	1	2	1	1	4.54	1	0	-	921	339	512	1933	1461	1590	6826	9758	8721	0	760	855
custom_353354_1	custom_353354_1	High	IsMasterProtein	0	2.712	6	1	2	1	1	6.78	1	0	-	1510	1736	1732	0	510	0	0	0	0	987	818	1017
KIN90279.1	custom_826133_7	High	IsMasterProtein	0	2.711	3	1	2	1	1	5.15	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_356897_48	custom_356897_48	High	IsMasterProtein	0	2.711	8	1	6	1	1	12.74	1	0	-	6079	5610	5782	14164	12412	12958	2617	2538	2650	0	1124	0
custom_1519419_5	custom_1519419_5	High	IsMasterProtein	0	2.711	2	1	7	1	1	12.3	1	0	-	0	0	0	2114	2186	2479	2178	1478	1059	0	464	788
PHX84638.1	custom_261217_1	High	IsMasterProtein	0	2.71	3	1	1	1	1	2.4	1	0	-	506	308	275	381	435	319	0	0	0	1440	1336	1223
RLB64151.1	custom_955168_2	High	IsMasterProtein	0	2.71	16	1	7	1	1	18.92	1	0	-	2258	2608	2572	2173	2145	2432	0	8472	6191	2162	2242	1390
WP_077036455.1	custom_918307_2	High	IsMasterProtein	0	2.71	14	1	1	1	1	2.88	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_079434750.1	custom_2387751_1	High	IsMasterProtein	0	2.71	11	1	1	1	1	2.45	1	0	-	0	0	21	2636	0	0	4363	3882	4304	0	0	0
WP_056880300.1	custom_812333_3	High	IsMasterProtein	0	2.71	9	1	1	1	1	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1212705_4	custom_1212705_4	High	IsMasterProtein	0	2.71	1	1	5	1	1	11.47	1	0	-	964	0	0	0	0	0	62471	65043	58303	0	0	0
OLD43671.1	custom_1119411_4	High	IsMasterProtein	0	2.709	7	1	1	1	1	1.74	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_967294_5	custom_967294_5	High	IsMasterProtein	0	2.709	7	1	1	1	1	2.06	1	0	-	341	356	490	163	0	125	1687	0	1161	0	0	0
OYY54584.1	custom_1668766_1	High	IsMasterProtein	0	2.708	9	1	4	1	1	9.52	1	0	-	7201	7579	7191	2241	1856	2361	7757	20259	20981	1177	0	1470
custom_1886483_159	custom_1886483_159	High	IsMasterProtein	0	2.706	2	1	1	1	1	0	1	0	-	0	0	0	0	0	159	0	0	0	0	0	0
custom_1629612_24	custom_1629612_24	High	IsMasterProtein	0	2.706	5	1	1	1	1	2.22	1	0	-	0	3836	307	0	0	0	0	0	0	0	0	436
WP_119012865.1	custom_302622_20	High	IsMasterProtein	0	2.704	4	1	1	1	1	2.48	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_837130_74	custom_837130_74	High	IsMasterProtein	0	2.703	5	1	2	1	1	4.81	1	0	-	2565	2449	2737	0	0	0	875	1211	0	205	342	254
WP_048673595.1	custom_820981_1	High	IsMasterProtein	0	2.703	15	1	2	1	1	4.87	1	0	-	0	0	0	0	0	0	0	0	0	720	612	633
OGA75137.1	custom_1744712_4	High	IsMasterProtein	0	2.702	16	1	1	1	1	2.48	1	0	-	1200	1618	1627	0	0	0	0	0	0	0	0	665
custom_2277646_6	custom_2277646_6	High	IsMasterProtein	0	2.702	5	1	1	1	1	3.15	1	0	-	0	0	0	0	0	0	0	0	0	6211	5724	5944
WP_042822737.1	custom_2516436_1	High	IsMasterProtein	0	2.699	10	1	1	1	1	2.38	1	0	-	6628	7825	6907	0	489	0	0	0	0	0	0	0
WP_087037483.1	custom_2120374_1	High	IsMasterProtein	0	2.699	4	1	2	1	1	4.95	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2299982_3	custom_2299982_3	High	IsMasterProtein	0	2.699	0	1	2	1	1	3.44	1	0	-	0	0	0	860	682	780	288	0	0	0	0	575
RYZ71977.1	custom_1827581_2	High	IsMasterProtein	0	2.698	1	1	1	1	1	2.28	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_120269624.1	custom_960206_3	High	IsMasterProtein	0	2.697	3	1	2	1	1	2.04	1	0	-	1108	956	970	218	0	0	0	0	0	2364	2903	2065
TAK35566.1	custom_2528012_1	High	IsMasterProtein	0	2.697	2	1	1	1	1	2.06	1	0	-	0	890	798	0	552	502	1571	1920	1805	2324	2141	1755
WP_079437089.1	custom_678285_1	High	IsMasterProtein	0	2.697	6	1	1	1	1	2.42	1	0	-	0	0	85	239	182	306	0	0	0	0	0	0
custom_2256847_24	custom_2256847_24	High	IsMasterProtein	0	2.696	6	1	3	1	1	7.35	1	0	-	910	1258	1455	311	139	241	1106	0	1382	173	0	0
WP_117610401.1	custom_2599667_31	High	IsMasterProtein	0	2.694	7	1	1	1	1	2.84	1	0	-	516	826	0	0	0	0	0	0	0	0	0	0
WP_127782584.1	custom_1321384_2	High	IsMasterProtein	0	2.694	5	1	1	1	1	2.58	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
SMD44376.1	custom_367597_2	High	IsMasterProtein	0	2.692	3	1	2	1	1	4.18	1	0	-	233	5163	4324	670	0	0	1603	1228	2250	1747	823	1725
custom_301204_25	custom_301204_25	High	IsMasterProtein	0	2.692	3	1	2	1	1	4.78	1	0	-	1186	990	852	801	418	0	0	674	0	986	799	0
WP_002619322.1	custom_75421_3	High	IsMasterProtein	0	2.692	11	1	4	1	1	9.73	1	0	-	11813	11915	11833	2878	274	304	2580	1918	1896	0	0	471
PZR25344.1	custom_324538_5	High	IsMasterProtein	0	2.691	4	1	1	1	1	2.75	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013803639.1	custom_918192_4	High	IsMasterProtein	0	2.691	6	1	1	1	1	2.34	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RPG39498.1	custom_1680218_2	High	IsMasterProtein	0	2.69	1	1	1	1	1	3.04	1	0	-	0	333	655	545	0	1377	3947	2591	2670	1038	930	642
custom_2355256_2	custom_2355256_2	High	IsMasterProtein	0	2.689	4	1	1	1	1	2.8	1	0	-	0	759	820	568	443	453	0	902	0	840	714	736
ODU10355.1	custom_1277268_1	High	IsMasterProtein	0	2.689	1	1	1	1	1	2.21	1	0	-	149	0	0	415	0	431	0	281	0	198	0	154
custom_214533_74	custom_214533_74	High	IsMasterProtein	0	2.689	1	1	1	1	1	2.3	1	0	-	420	703	0	1518	1690	1910	0	0	0	2393	2405	2182
WP_004333407.1	custom_1281419_1	High	IsMasterProtein	0	2.688	2	1	1	1	1	2.86	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2075461_10	custom_2075461_10	High	IsMasterProtein	0	2.688	3	1	1	1	1	0	1	0	-	1086	1066	1173	0	0	0	0	0	0	0	0	0
WP_107877705.1	custom_936221_1	High	IsMasterProtein	0	2.686	1	1	3	1	1	5.49	1	0	-	0	0	0	874	1051	1046	87330	104274	93005	0	0	0
custom_529653_13	custom_529653_13	High	IsMasterProtein	0	2.686	4	1	1	1	1	2.59	1	0	-	1222	0	420	0	0	201	2554	2614	2359	1631	1799	1786
WP_103080079.1	custom_1307494_1	High	IsMasterProtein	0	2.685	2	1	2	1	1	4.81	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_357985_1	custom_357985_1	High	IsMasterProtein	0	2.685	3	1	1	1	1	1.79	1	0	-	751	736	617	0	0	0	0	0	0	0	0	0
WP_039393687.1	custom_2636938_35	High	IsMasterProtein	0	2.683	5	1	2	1	1	4.44	1	0	-	0	0	0	21514	20989	23853	0	0	0	0	0	0
custom_1262455_2	custom_1262455_2	High	IsMasterProtein	0	2.683	5	1	2	1	1	5.35	1	0	-	2842	2582	2835	0	0	0	95503	128445	118887	0	0	0
custom_2057606_29	custom_2057606_29	High	IsMasterProtein	0	2.682	14	1	1	1	1	2.09	1	0	-	6463	5588	5526	0	0	0	2156	1784	1638	0	0	0
OAI45573.1	custom_2429598_1	High	IsMasterProtein	0	2.682	2	1	2	1	1	1.88	1	0	-	0	0	0	416	699	0	1026	3723	4889	670	838	807
custom_1092003_13	custom_1092003_13	High	IsMasterProtein	0	2.681	2	1	2	1	1	5.29	1	0	-	596	703	805	0	0	170	0	0	0	0	0	272
OIP16488.1	custom_1399225_36	High	IsMasterProtein	0	2.679	10	1	1	1	1	2.95	1	0	-	1220	1539	1598	0	0	0	0	0	0	0	0	0
custom_1267721_18	custom_1267721_18	High	IsMasterProtein	0	2.678	11	1	1	1	1	2.86	1	0	-	0	0	0	208	0	403	4482	5582	5826	0	0	0
WP_106448055.1	custom_206252_6	High	IsMasterProtein	0	2.678	13	1	1	1	1	2.57	1	0	-	0	1188	900	0	0	0	0	0	0	0	0	0
WP_019399434.1	custom_346733_1	High	IsMasterProtein	0	2.675	2	1	1	1	1	2.66	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072833916.1	custom_586855_1	High	IsMasterProtein	0	2.674	3	1	1	1	1	3.49	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OGU10417.1	custom_2323902_2	High	IsMasterProtein	0	2.673	6	1	1	1	1	2.41	1	0	-	0	0	0	6021	7669	8232	0	0	0	301	392	0
PZQ28246.1	custom_908271_1	High	IsMasterProtein	0	2.673	4	1	1	1	1	2.75	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_654434_12	custom_654434_12	High	IsMasterProtein	0	2.672	6	1	3	1	1	6.89	1	0	-	0	0	0	1012	450	752	11874	11551	9914	342	254	212
WP_087495550.1	custom_608490_2	High	IsMasterProtein	0	2.67	3	1	1	1	1	2.14	1	0	-	0	1562	1310	0	0	0	0	0	0	0	0	0
custom_567793_38	custom_567793_38	High	IsMasterProtein	0	2.669	1	1	1	1	1	2.11	1	0	-	0	0	781	1115	536	573	0	3605	2633	0	0	0
custom_2060694_2	custom_2060694_2	High	IsMasterProtein	0	2.669	9	1	3	1	1	6.37	1	0	-	4222	4074	4066	0	0	0	0	747	1349	0	0	0
WP_008903824.1	custom_1275773_2	High	IsMasterProtein	0	2.669	7	1	10	1	1	25.45	1	0	-	2469	1967	1403	8556	7620	9775	1243	1522	1324	4154	4077	3152
custom_2415426_3	custom_2415426_3	High	IsMasterProtein	0	2.669	4	1	3	1	1	7.18	1	0	-	299	451	413	1153	913	527	5438	3237	3408	0	0	0
RPJ80762.1	custom_1173192_1	High	IsMasterProtein	0	2.667	3	1	2	1	1	5.36	1	0	-	43218	47226	43034	0	0	0	7887	6108	8295	0	0	0
TCP10629.1	custom_201818_1	High	IsMasterProtein	0	2.666	1	1	2	1	1	3.47	1	0	-	1764	1808	1656	0	0	0	1643	0	2310	0	618	266
custom_495520_9	custom_495520_9	High	IsMasterProtein	0	2.663	8	1	2	1	1	2.55	1	0	-	6212	5242	0	0	0	0	0	0	0	0	0	0
custom_510440_7	custom_510440_7	High	IsMasterProtein	0	2.663	3	1	2	1	1	5.66	1	0	-	865	906	0	3095	1848	2783	0	858	1097	859	716	476
